genero;pais;edad;hogar;estudios;empleo;conocermoocs;moocsrealizados;moocstrabajo;moocquierocontactos;moocquierocompartir;moocquieropersonas;moocquieroorganizaciones;moocquierootro;activo;potencialmdperiodicos;potencialmdtele;potencialmdradio;potencialmdredes;potencialmdinternet;perfilperiodicos;perfiltelevision;perfilradio;perfilredes;perfilinternet;potencialmooc;potencialeducformal;potencialeducfamiliar;edadeducaccion;valorainteligencia;valoraentusiasmo;valorainiciativas;valoradifusion;valoraconectar
Masculino;Costa Rica;23;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;2;ninguno de ellos;Sí;No;Sí;Sí;0;5;2;4;2;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;3;3;4;3;4
Femenino;Costa Rica;20;vivo solo;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;Sí;No;No;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;5;5;5;5;5
Femenino;Perú;41;Otro;Master;asalariado;Navegaba por la red y por casualidad los encontré;5;todos ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;Costa Rica;24;vivo con mis padres;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;todos ellos;Sí;Sí;Sí;No;0;5;4;5;5;5;5;Colaborador;Colaborador;Colaborador;Productor;Colaborador;5;5;5;10-20 años;4;5;5;4;5
Masculino;España;28;vivo con mis padres;Master;Otro;Alguno de mis compañeros de trabajo estaban realizando un MOOC;0;todos ellos;No;No;No;Sí;0;5;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;4;4;5;5
Femenino;El Salvador;28;vivo con mis padres;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;5;5;4;5;4;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;4;5;5;5;4
Femenino;El Salvador;30;Otro;Universitario;desempleado y en búsqueda de empleo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;Sí;0;5;4;4;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;Colombia;43;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;5;3;3;5;5;Colaborador;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;20-30 años;4;5;5;5;5
Femenino;México;25;vivo con mis padres;Estudios superiores;estudiante;Mi universidad los ofrece;0;ninguno de ellos;Sí;Sí;No;Sí;0;5;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Productor;5;5;5;0-10 años;5;5;5;5;5
Masculino;Venezuela;52;convivencia en pareja;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;No;Sí;0;5;4;5;1;4;3;Consumidor;Consumidor;Consumidor;Productor;Colaborador;4;5;5;0-10 años;4;4;4;4;5
Femenino;México;30;convivencia en pareja;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;Sí;Obtener datos relevantes para mi tesis ;5;5;5;5;5;5;Colaborador;Consumidor;Colaborador;Productor;Productor;5;5;5;10-20 años;5;4;4;4;5
Femenino;México;38;Otro;Universitario;Otro;Navegaba por la red y por casualidad los encontré;5;todos ellos;No;No;No;No;Aprender;5;4;4;4;4;4;Colaborador;Colaborador;Colaborador;Productor;Productor;5;5;5;10-20 años;5;5;5;5;5
Femenino;España;28;vivo con mis padres;Estudios superiores;Otro;Otro;0;todos ellos;No;No;No;Sí;0;5;5;3;5;5;5;Consumidor;Consumidor;Colaborador;Colaborador;Colaborador;5;5;5;0-10 años;5;4;3;5;5
Femenino;España;20;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;4;3;4;4;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;4;2;3;4
Femenino;España;38;convivencia en pareja;Master;asalariado;Alguien que conozco me recomendó probar los MOOCs;7;todos ellos;No;No;No;Sí;0;5;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;20-30 años;5;5;5;5;5
Femenino;España;24;convivencia con compañeros de piso;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;No;Sí;0;5;4;5;4;5;4;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;10-20 años;5;5;4;4;4
Masculino;Perú;51;convivencia en pareja;Otro;autónomo;Navegaba por la red y por casualidad los encontré;0;cerca de la mitad de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Productor;Productor;Productor;Productor;Productor;5;5;5;10-20 años;5;5;5;5;5
Femenino;Brasil;21;vivo con mis padres;Estudios medios;estudiante;Me encontré en una situación en la que se hablaba de los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;Portugal;23;convivencia en pareja;Universitario;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;No;Sí;0;5;3;5;3;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;4;5;5;0-10 años;2;4;4;5;5
Femenino;Perú;26;vivo con mis padres;Universitario;desempleado pero no en búsqueda activa de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;3;5;5;5;3;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;10-20 años;4;4;5;5;4
Masculino;España;48;convivencia en pareja;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;todos ellos;Sí;Sí;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;10-20 años;4;5;4;5;5
Masculino;España;34;convivencia en pareja;Master;desempleado y en búsqueda de empleo;Me encontré en una situación en la que se hablaba de los MOOCs;5;todos ellos;Sí;Sí;Sí;Sí;0;5;3;1;3;1;3;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;3;3;3;4;4
Femenino;España;27;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;No;No;0;5;5;3;5;5;5;Consumidor;Consumidor;Colaborador;Productor;Productor;4;5;5;10-20 años;5;5;4;5;5
Femenino;México;37;vivo solo;Universitario;asalariado;Me encontré en una situación en la que se hablaba de los MOOCs;2;ninguno de ellos;No;No;Sí;Sí;0;5;3;4;4;4;4;Colaborador;Productor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;4;4;5;5;5
Femenino;España;32;vivo solo;Master;estudiante;Navegaba por la red y por casualidad los encontré;10;cerca de la mitad de ellos;Sí;Sí;Sí;Sí;0;5;5;5;5;5;5;Colaborador;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;México;27;convivencia en pareja;Master;Otro;Otro;0;ninguno de ellos;No;No;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;4;5;5;10-20 años;4;5;4;4;4
Masculino;Perú;23;vivo con mis padres;Estudios superiores;desempleado y en búsqueda de empleo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Colaborador;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;5;5;4;5;5
Femenino;México;23;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red y por casualidad los encontré;1;ninguno de ellos;No;No;No;Sí;0;5;3;5;4;5;5;Consumidor;Colaborador;Consumidor;Productor;Productor;5;5;5;0-10 años;5;4;5;5;4
Femenino;México;32;convivencia en pareja;Doctorado;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;Brasil;53;Otro;Otro;Otro;Otro;4;cerca de tres cuartos de ellos;Sí;Sí;Sí;No;0;5;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;5;5;10-20 años;5;5;5;5;5
Femenino;Chile;39;convivencia en pareja;Diplomado;autónomo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Colaborador;Colaborador;Colaborador;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;Perú;22;vivo con mis padres;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;3;todos ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;20-30 años;5;5;5;5;5
Femenino;Perú;20;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;4;4;4;4;4
Femenino;Costa Rica;25;vivo con mis padres;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;No;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;Mayor de 30 años;4;4;5;5;5
Masculino;México;25;vivo con mis padres;Universitario;autónomo;Me encontré en una situación en la que se hablaba de los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Masculino;España;31;convivencia con compañeros de piso;Universitario;asalariado;Alguno de mis compañeros de trabajo estaban realizando un MOOC;1;ninguno de ellos;No;No;No;Sí;0;5;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;4;5;5;0-10 años;3;4;4;4;4
Femenino;México;28;vivo con mis padres;Master;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;5;5;5
Masculino;México;26;vivo solo;Universitario;autónomo;Navegaba por la red y por casualidad los encontré;5;cerca de la mitad de ellos;No;Sí;Sí;Sí;0;5;4;4;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;Perú;33;Otro;Master;Otro;Navegaba por la red y por casualidad los encontré;5;cerca de tres cuartos de ellos;No;No;Sí;No;0;5;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Productor;4;5;5;10-20 años;5;4;4;4;4
Masculino;México;23;vivo con mis padres;Universitario;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;No;No;No;0;5;3;2;1;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;4;3;5;3;5
Masculino;Chile;24;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;México;34;convivencia en pareja;Master;asalariado;Leí sobre MOOCs en revistas y publicaciones especializadas;2;todos ellos;No;Sí;No;Sí;0;5;4;4;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Masculino;Ecuador;28;vivo con mis padres;Universitario;desempleado y en búsqueda de empleo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;5;5;5
Femenino;México;43;convivencia en pareja;Master;autónomo;Navegaba por la red y por casualidad los encontré;4;todos ellos;Sí;Sí;Sí;Sí;aprender, actualizarme;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Femenino;Brasil;32;vivo con mis padres;Estudios medios;estudiante;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;Sí;No;0;5;5;5;4;5;3;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;4;0-10 años;5;5;5;4;5
Femenino;Perú;46;convivencia en pareja;Universitario;autónomo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;10;cerca de un cuarto de ellos;No;Sí;Sí;Sí;0;5;5;5;5;5;5;Colaborador;Colaborador;Colaborador;Productor;Productor;5;5;5;0-10 años;5;5;5;5;5
Masculino;México;18;vivo con mis padres;Estudios medios;autónomo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;3;5;5;5;5;Colaborador;Consumidor;Colaborador;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;Brasil;29;Otro;Universitario;desempleado y en búsqueda de empleo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;4;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;4;5;5;5
Masculino;México;27;convivencia en pareja;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;2;todos ellos;Sí;No;Sí;Sí;Aprender;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Colaborador;5;5;5;0-10 años;4;4;4;4;4
Femenino;Brasil;28;vivo con mis padres;Universitario;autónomo;Alguno de mis compañeros de trabajo estaban realizando un MOOC;0;ninguno de ellos;No;Sí;Sí;Sí;0;5;4;5;3;5;5;Productor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;10-20 años;4;4;4;5;5
Masculino;México;21;convivencia con compañeros de piso;Estudios medios;estudiante;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;No;lograr todo lo anterior.;5;3;5;3;5;4;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;5;4;4;5;5
Femenino;Colombia;25;vivo con mis padres;Universitario;estudiante;Otro;0;ninguno de ellos;No;No;No;No;conocer mas el tema sobre la problematica mundial de la basura;5;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;4;0-10 años;3;5;5;5;5
Masculino;Ecuador;27;vivo con mis padres;Universitario;autónomo;Alguien que conozco me recomendó probar los MOOCs;2;todos ellos;No;No;No;Sí;0;5;4;4;4;4;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;México;24;convivencia en pareja;Universitario;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;Sí;No;0;5;5;5;5;5;5;Consumidor;Productor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;4;5;5;5;5
Femenino;Chile;31;vivo solo;Master;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;3;5;4;5;5;Consumidor;Productor;Consumidor;Productor;Colaborador;5;5;5;10-20 años;4;5;5;5;5
Femenino;Perú;51;convivencia en pareja;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;1;todos ellos;No;No;Sí;No;0;5;3;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;4;4;5;10-20 años;4;5;5;5;5
Masculino;Colombia;23;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;4;5;5;5;4;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;4;5;4;5;5
Femenino;Argentina;47;vivo solo;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Productor;5;5;5;0-10 años;5;5;5;5;5
Femenino;Colombia;23;vivo con mis padres;Universitario;asalariado;Otro;0;ninguno de ellos;Sí;No;No;No;0;5;5;3;3;5;5;Consumidor;Productor;Productor;Consumidor;Consumidor;5;5;5;10-20 años;5;5;5;5;5
Femenino;Estados Unidos;54;convivencia en pareja;Universitario;autónomo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;No;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;Chile;27;convivencia en pareja;Universitario;desempleado pero no en búsqueda activa de empleo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;5;5;5;Colaborador;Colaborador;Colaborador;Productor;Productor;5;5;5;10-20 años;1;1;1;1;1
Masculino;Chile;30;convivencia con compañeros de piso;Universitario;asalariado;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;3;5;3;5;5;0;0;Colaborador;Colaborador;0;0;0;0;0;0;0;0;0;0
Masculino;México;22;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;4;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;4;5;5;4;5
Masculino;Colombia;52;Otro;Universitario;asalariado;Me encontré en una situación en la que se hablaba de los MOOCs;1;todos ellos;Sí;Sí;Sí;Sí;0;5;3;4;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;5;4;5;5;5
Femenino;México;44;vivo solo;Universitario;autónomo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;Sí;Sí;Sí;Sí;aprender mas sobre el tema;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;4;5;5;4
Femenino;México;44;convivencia en pareja;Master;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;1;cerca de un cuarto de ellos;Sí;No;No;No;0;5;4;4;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;10-20 años;1;1;1;1;1
Femenino;Argentina;44;Otro;Estudios medios;estudiante;El MOOC era parte de los cursos que realizaba;1;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;3;3;4;3;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;México;24;vivo con mis padres;Estudios superiores;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;4;3;3;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Consumidor;5;5;5;20-30 años;4;4;5;4;5
Femenino;México;32;Otro;Universitario;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;No;Sí;0;5;3;5;3;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Colaborador;4;5;5;0-10 años;4;4;5;4;3
Femenino;Colombia;32;vivo solo;Universitario;autónomo;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;No;No;Sí;Sí;0;5;4;4;4;4;4;Colaborador;Consumidor;Consumidor;Productor;Productor;4;4;4;0-10 años;4;4;4;4;4
Femenino;México;25;vivo con mis padres;Universitario;estudiante;Alguien que conozco me recomendó probar los MOOCs;1;cerca de un cuarto de ellos;Sí;Sí;Sí;Sí;0;5;4;5;3;5;4;Consumidor;Consumidor;Productor;Productor;Colaborador;5;5;5;0-10 años;5;5;5;5;5
Femenino;México;26;vivo con mis padres;Universitario;estudiante;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;0;ninguno de ellos;Sí;Sí;Sí;Sí;0;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Productor;Consumidor;5;5;5;0-10 años;5;5;5;5;5
Masculino;España;45;vivo solo;Universitario;asalariado;Navegaba por la red y por casualidad los encontré;15;cerca de tres cuartos de ellos;Sí;Sí;No;Sí;0;5;4;4;4;5;5;Productor;Productor;Productor;Consumidor;Consumidor;5;4;5;0-10 años;4;5;5;4;5
Femenino;España;29;vivo con mis padres;Master;desempleado y en búsqueda de empleo;Navegaba por la red y por casualidad los encontré;3;todos ellos;No;No;No;Sí;0;5;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;4;5;5;4;3
Masculino;España;35;vivo con mis padres;Estudios superiores;asalariado;Alguno de mis compañeros de trabajo estaban realizando un MOOC;2;todos ellos;No;No;Sí;Sí;0;5;4;5;4;5;5;Consumidor;Consumidor;Consumidor;Productor;Colaborador;3;5;5;10-20 años;3;4;3;2;2
Masculino;Brasil;35;vivo con mis padres;Master;asalariado;Navegaba por la red y por casualidad los encontré;0;ninguno de ellos;Sí;No;No;No;0;5;5;4;4;4;4;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;10-20 años;4;4;4;4;4
Masculino;España;52;convivencia en pareja;Diplomado;desempleado y en búsqueda de empleo;Alguien que conozco me recomendó probar los MOOCs;0;ninguno de ellos;No;No;No;Sí;0;5;5;5;4;5;5;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;5;5;5;10-20 años;5;5;5;5;5
Femenino;Brasil;29;convivencia en pareja;Doctorado;asalariado;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;2;todos ellos;No;No;No;No;aprender sobre o assunto;5;5;5;5;5;5;Consumidor;Consumidor;Consumidor;Consumidor;Consumidor;5;5;5;0-10 años;5;4;4;5;4
Femenino;España;34;convivencia en pareja;Doctorado;desempleado y en búsqueda de empleo;Navegaba por la red con la intención de encontrar cursos en línea y me los encontré;5;cerca de un cuarto de ellos;No;No;Sí;Sí;0;5;4;5;4;5;3;Consumidor;Consumidor;Consumidor;Colaborador;Colaborador;3;5;5;0-10 años;4;5;3;4;5
